Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,ArrDelay,DepDelay,Origin,Dest,Distance,depdelayC
2004,7,12,1,705,917,CO,1535,26,-2,EWR,PHX,2133,0
2004,7,15,4,630,812,CO,1271,-11,-5,BHM,IAH,562,0
2004,7,28,3,900,1729,CO,1049,5,-11,SFO,EWR,2565,0
2004,7,7,3,800,922,CO,1146,5,-4,EWR,MDW,711,0
2004,7,8,4,1730,2213,CO,1140,-15,0,DFW,EWR,1372,0
2004,7,13,2,1122,1650,CO,394,109,116,LAX,IAH,1379,1
2004,7,14,3,930,1049,CO,846,25,-1,EWR,BOS,200,0
2004,7,15,4,1345,1630,CO,1281,6,6,EWR,SEA,2401,0
2004,7,1,4,1905,2102,DH,1210,58,56,IAD,ATL,533,1
2004,7,1,4,1740,1837,DH,6150,-12,0,CVG,CRW,173,0
2004,7,1,4,2145,2302,DH,7573,-7,0,IAD,ROC,289,0
2004,7,2,5,1439,1544,DH,7489,33,19,PHL,IAD,134,1
2004,7,4,7,1245,1408,DH,7374,-14,-7,IAD,EWR,213,0
2004,7,6,2,850,1043,DH,1193,5,7,ATL,IAD,533,0
2004,7,8,4,625,721,DH,1765,-7,0,ORF,IAD,157,0
2004,7,9,5,1045,1129,DH,7421,5,8,CHO,IAD,77,0
2004,7,10,6,920,1021,DH,1156,-9,-6,IAD,ORD,589,0
2004,7,14,3,1215,1356,DH,1124,312,268,BOS,IAD,413,1
2004,7,14,3,1610,1700,DH,6064,-15,1,CVG,SGF,491,0
2004,7,17,6,920,1021,DH,1156,-5,-4,IAD,ORD,589,0
2004,7,18,7,1245,1416,DH,1402,48,24,IAD,BTV,442,1
2004,7,18,7,1455,1625,DH,1554,-5,-1,IAD,SYR,296,0
2004,7,18,7,2040,2211,DH,1618,-20,-3,CHS,IAD,441,0
2004,7,18,7,555,700,DH,6143,-12,-9,AZO,CVG,225,0
2004,7,19,1,1515,1628,DH,1054,-19,-6,IAD,RDU,224,0
2004,7,19,1,1915,2026,DH,7477,-20,-5,IAD,ORF,157,0
2004,7,20,2,850,945,DH,6202,-10,-1,CVG,TOL,181,0
2004,7,21,3,1620,1732,DH,6201,-17,-1,CVG,PIT,256,0
2004,7,22,4,630,910,DH,6175,-10,0,SGF,CVG,491,0
2004,7,25,7,1750,1937,DH,6115,-4,0,IND,CVG,98,0
2004,7,25,7,1650,1815,DH,6139,-1,10,CHO,CVG,342,0
2004,7,26,1,2030,2200,DH,1031,-34,-10,IAD,EWR,213,0
2004,7,28,3,1700,1829,DH,1853,-4,-1,IAD,GSP,383,0
2004,7,28,3,1735,1906,DH,6063,41,54,SCE,CVG,383,1
2004,7,30,5,1508,1659,DH,6190,23,25,FWA,CVG,136,1
2004,7,31,6,1540,1708,DH,1247,47,31,CAE,IAD,401,1
2004,7,1,4,2142,2314,DL,1082,85,50,ATL,ORF,516,1
2004,7,2,5,1417,1605,DL,668,32,44,ATL,CLE,554,1
2004,7,2,5,1456,1619,DL,766,-4,13,JAX,ATL,270,0
2004,7,2,5,1800,1806,DL,1034,2,-1,ATL,HSV,151,0
2004,7,2,5,600,811,DL,1881,-4,-3,ORD,CVG,264,0
2004,7,3,6,1620,1928,DL,555,43,18,ORD,ATL,606,1
2004,7,3,6,2159,2341,DL,855,-3,2,ATL,FLL,581,0
2004,7,3,6,1240,1525,DL,2019,28,-1,MCO,SJU,1189,0
2004,7,4,7,2135,2258,DL,216,2,2,ATL,CVG,373,0
2004,7,4,7,930,1105,DL,378,21,2,ATL,DCA,547,0
2004,7,4,7,2050,2203,DL,397,11,15,CVG,DFW,812,0
2004,7,5,1,2035,2222,DL,707,8,4,ATL,FLL,581,0
2004,7,5,1,2140,2337,DL,1102,31,12,ATL,PHL,665,0
2004,7,5,1,550,730,DL,1428,-1,-6,PIT,ATL,526,0
2004,7,6,2,941,1114,DL,1856,-3,2,ATL,MSP,906,0
2004,7,7,3,745,1013,DL,200,-8,-5,MSY,ATL,425,0
2004,7,7,3,905,1051,DL,454,0,-2,DCA,ATL,547,0
2004,7,7,3,630,912,DL,1604,8,0,SFO,SLC,599,0
2004,7,7,3,1300,1559,DL,2002,14,-5,PBI,BOS,1197,0
2004,7,8,4,1030,1215,DL,1442,-2,6,ATL,DCA,547,0
2004,7,9,5,1535,1700,DL,358,-3,0,ATL,CVG,373,0
2004,7,10,6,1443,1503,DL,1042,17,18,CVG,MKE,318,1
2004,7,10,6,844,1004,DL,1299,-3,-1,ATL,DFW,732,0
2004,7,10,6,1530,1848,DL,1406,8,3,AUS,ATL,813,0
2004,7,11,7,1915,2043,DL,1075,-4,11,CVG,LAX,1900,0
2004,7,11,7,947,1039,DL,1484,-3,0,ATL,MDW,590,0
2004,8,17,2,1040,1058,UA,491,-16,-6,CMH,ORD,296,0
2004,8,10,2,1854,2010,UA,508,25,-4,SLC,DEN,391,0
2004,8,23,1,1745,2010,UA,521,0,9,IAD,DFW,1172,0
2004,8,29,7,1405,1654,UA,522,-2,14,ORD,MDT,594,0
2004,8,7,6,715,752,UA,561,62,61,COS,DEN,72,1
2004,8,14,6,1522,1744,UA,564,-16,-12,ORD,CLE,316,0
2004,8,6,5,750,855,UA,599,-18,1,MDT,ORD,594,0
2004,8,30,1,600,655,UA,601,-20,-5,DCA,ORD,612,0
2004,8,5,4,1500,1800,UA,618,-21,-6,ORD,DCA,612,0
2004,8,29,7,1600,1715,UA,623,-25,-4,DCA,ORD,612,0
2004,8,27,5,1655,1810,UA,625,-17,8,DCA,ORD,612,0
2004,8,23,1,1505,1635,UA,643,37,5,ORD,OMA,416,0
2004,8,8,7,1051,1640,UA,724,14,-3,SFO,IAH,1635,0
2004,8,3,2,1915,2211,UA,750,-9,-4,ORD,ATL,606,0
2004,8,10,2,1235,1810,UA,778,-2,-3,DEN,PHL,1557,0
2004,8,2,1,850,1220,UA,816,20,-6,SFO,DEN,967,0
2004,8,3,2,840,1007,UA,893,10,-3,DEN,SFO,967,0
2004,8,5,4,1620,1740,UA,927,2,-6,SFO,LAX,337,0
2004,8,8,7,1530,1707,UA,943,-4,16,ORD,DEN,888,1
2004,8,10,2,1755,2023,UA,947,15,-4,IAD,LAX,2288,0
2004,8,26,4,1810,2112,UA,966,12,0,ORD,RIC,642,0
2004,8,17,2,1800,1859,UA,1063,-6,-7,DFW,DEN,641,0
2004,8,23,1,1740,1854,UA,1101,0,3,IND,ORD,177,0
2004,8,8,7,2105,2352,UA,1124,27,33,ORD,ATL,606,1
2004,8,4,3,600,706,UA,1133,6,-3,IND,ORD,177,0
2004,8,14,6,715,757,UA,1165,-1,-3,DSM,DEN,589,0
2004,8,30,1,1725,1905,UA,1199,16,10,IAD,MSY,954,0
2004,8,26,4,805,1140,UA,1220,6,-5,SEA,DEN,1024,0
2004,8,6,5,1425,1544,UA,1255,5,-2,DEN,SLC,391,0
2004,8,14,6,1235,1803,UA,1260,-18,-3,DEN,IAD,1452,0
2004,8,26,4,1445,1717,UA,1275,71,54,ORD,SMF,1781,1
2004,8,8,7,2005,2125,UA,1285,-9,-3,DEN,BUR,850,0
2004,8,25,3,1145,1334,UA,1411,26,36,TPA,DEN,1506,1
2004,8,5,4,2010,2053,UA,1457,28,29,DEN,PHX,602,1
2004,8,21,6,1650,1908,UA,1493,-7,2,IAD,LAS,2066,0
2004,8,25,3,1250,1454,UA,1551,13,-10,IAD,LAS,2066,0
2004,8,13,5,920,1108,UA,1595,-29,-7,TPA,ORD,1012,0
2004,8,16,1,1250,2057,US,106,-7,4,SEA,PHL,2378,0
2004,8,5,4,800,923,US,121,1,5,CLT,DEN,1337,0
2004,8,6,5,1340,1617,US,284,-20,-9,TPA,PHL,920,0
2004,8,25,3,1755,1911,US,336,11,7,CLT,IAD,321,0
2004,8,29,7,830,1053,US,381,3,-2,DCA,PBI,857,0
2004,8,7,6,2040,2253,US,391,-10,-8,PIT,MCO,834,0
2004,8,23,1,1755,1917,US,490,13,14,CLT,PIT,366,0
2004,8,29,7,1520,1713,US,575,25,34,PHL,MSP,980,1
2004,8,27,5,2215,600,US,648,-1,2,LAS,PHL,2176,0
2004,8,12,4,720,910,US,799,15,-2,LGA,CLT,544,0
2004,8,31,2,630,913,US,816,10,-3,FLL,PHL,992,0
2004,8,31,2,2025,2215,US,834,-21,-9,CLT,DTW,500,0
2004,8,24,2,2010,2101,US,885,-3,-1,CLT,GSO,83,0
2004,8,7,6,1330,1452,US,997,21,32,BOS,PHL,280,1
2004,8,3,2,1600,1703,US,1010,-6,1,CLT,RIC,256,0
2004,8,18,3,2005,2120,US,1089,-11,-5,BWI,CLT,361,0
2004,8,19,4,1515,1649,US,1143,-6,2,PVD,PIT,467,0
2004,8,4,3,1240,1331,US,1148,-6,-3,CLT,RDU,130,0
2004,8,15,7,2230,2319,US,1172,-4,-1,PIT,BUF,186,0
2004,8,6,5,1220,1417,US,1246,-15,5,CLT,PVD,683,0
2004,8,30,1,1140,1307,US,1273,5,-2,PHL,CLT,448,0
2004,8,24,2,745,919,US,1297,-7,-3,PIT,CLT,366,0
2004,8,3,2,2010,2202,US,1434,-21,-10,CLT,EWR,529,0
2004,8,14,6,830,1101,US,1456,13,1,DCA,FLL,899,0
2004,8,13,5,1430,1609,US,1461,12,-7,CLT,DFW,936,0
2004,8,23,1,1030,1225,US,1469,8,15,CLT,RSW,600,0
2004,8,5,4,1020,1403,US,1480,1,0,CLT,STT,1520,0
2004,8,30,1,1225,1344,US,1486,-17,-5,CLT,CMH,346,0
2004,8,11,3,1500,1845,US,1631,-15,1,MCI,PHL,1038,0
2004,8,1,7,1800,1910,WN,2692,175,185,BWI,ALB,288,1
2004,8,1,7,1615,1905,WN,1704,138,140,PHL,PBI,951,1
2004,8,1,7,1840,2035,WN,670,117,125,STL,HOU,687,1
2004,8,2,1,925,1025,WN,675,-10,0,HOU,ABQ,759,0
2004,8,2,1,2025,2125,WN,2202,13,8,LAS,BUR,223,0
2004,8,2,1,1155,1325,WN,1871,14,20,PHX,BUR,369,1
2004,8,2,1,910,1015,WN,1570,-8,0,STL,LIT,296,0
2004,8,3,2,1520,1635,WN,120,-7,0,SAN,SJC,417,0
2004,8,3,2,1430,1535,WN,439,10,10,SMF,BUR,358,0
2004,8,3,2,1040,1200,WN,381,0,0,SMF,SNA,404,0
2004,8,4,3,925,1150,WN,878,-2,0,BNA,JAX,484,0
2004,8,4,3,1500,1555,WN,36,37,41,HOU,DAL,239,1
2004,8,4,3,1115,1225,WN,269,-5,0,HOU,JAN,359,0
2004,8,4,3,1745,1910,WN,1026,16,20,OAK,SAN,446,1
2004,8,4,3,1900,2010,WN,1561,2,0,ONT,PHX,325,0
2004,8,4,3,735,845,WN,178,10,10,SJC,LAX,308,0
2004,8,4,3,1850,1940,WN,1942,23,8,SLC,OAK,588,0
2004,8,5,4,1730,1825,WN,39,5,9,HOU,HRL,276,0
2004,8,5,4,800,1000,WN,1074,5,0,MDW,SDF,271,0
2004,8,5,4,1525,1650,WN,1201,82,93,SJC,LAS,386,1
2004,8,5,4,855,1030,WN,2695,-2,0,TPA,ABQ,1497,0
2004,8,6,5,1135,1300,WN,2465,5,20,BUR,PHX,369,1
2004,8,7,6,2105,2240,WN,1151,-12,0,BWI,SDF,495,0
2004,8,7,6,1400,1455,WN,1884,45,50,PHX,LAS,256,1
2004,8,7,6,1310,1500,WN,1435,-2,10,SJC,PHX,621,0
2004,8,8,7,1745,1835,WN,1393,12,0,JAX,TPA,180,0
2004,8,8,7,1910,2015,WN,63,45,50,MSY,HOU,303,1
2004,8,9,1,1030,1255,WN,1454,2,0,MSY,JAX,513,0
2004,8,9,1,940,1025,WN,1470,-2,0,OAK,RNO,180,0
2004,8,9,1,1755,1915,WN,1165,-3,9,PHL,MDW,668,0
2004,8,9,1,730,1000,WN,1734,20,17,PHX,SLC,507,1
2004,8,10,2,1005,1125,WN,1270,2,0,MCI,LAX,1363,0
2004,8,11,3,1600,1715,WN,2613,245,244,ALB,BWI,288,1
2004,8,11,3,630,715,WN,620,-5,0,AUS,HOU,148,0
2004,8,11,3,1240,1345,WN,808,-1,0,BHM,MSY,321,0
2004,8,11,3,2045,2150,WN,2480,140,125,BWI,ALB,288,1
2004,8,11,3,2040,2125,WN,612,40,39,DAL,OKC,181,1
2004,8,11,3,835,1210,WN,2110,0,0,MCI,MCO,1072,0
2004,8,11,3,850,1445,WN,96,-10,0,SAN,BNA,1751,0
2004,8,12,4,1545,1825,WN,1528,15,0,PDX,PHX,1009,0
2004,8,12,4,1040,1205,WN,2509,3,0,SAN,SMF,480,0
2004,8,13,5,1130,1330,WN,1004,2,7,MDW,CMH,284,0
2004,8,13,5,925,1055,WN,1835,77,30,PHX,LAX,370,1
2004,8,15,7,1410,1510,WN,38,-9,0,HRL,HOU,276,0
2004,8,15,7,1340,1445,WN,441,74,77,SNA,LAS,226,1
2004,8,16,1,1020,1215,WN,1969,-5,0,PHX,SMF,647,0
2004,8,17,2,1000,1150,WN,210,-15,0,HOU,BNA,670,0
2004,8,17,2,830,925,WN,10,0,0,HOU,DAL,239,0
2004,8,17,2,1855,2005,WN,1229,22,21,ONT,SMF,389,1
2004,8,17,2,800,920,WN,2211,0,10,SMF,LAX,373,0
2004,8,17,2,1955,2100,WN,709,57,70,STL,LIT,296,1
2004,8,18,3,835,940,WN,2033,1,0,BHM,MSY,321,0
2004,8,18,3,1025,1135,WN,2200,5,0,LAS,PHX,256,0
2004,8,18,3,1620,1740,WN,1947,-6,0,TPA,PHX,1788,0
2004,8,19,4,1925,2050,WN,764,18,10,MDW,OMA,423,0
2004,8,20,5,1930,2025,WN,53,15,20,DAL,HOU,239,1
2004,8,20,5,1135,1140,WN,1392,-4,0,MAF,ABQ,332,0
2004,8,20,5,1725,1935,WN,2223,13,18,PDX,LAS,762,1
2004,8,20,5,1615,1905,WN,1704,1,6,PHL,PBI,951,0
2004,8,21,6,1225,1405,WN,1012,-19,9,RDU,PHL,336,0
2004,8,22,7,1050,1330,WN,2405,-12,0,ABQ,DAL,580,0
2004,8,22,7,635,720,WN,2224,-3,0,HOU,SAT,192,0
2004,8,22,7,1415,1430,WN,1176,17,22,SLC,LAS,368,1
2004,8,23,1,2000,2055,WN,1097,-1,0,DAL,IAH,217,0
2004,8,23,1,1015,1050,WN,605,-10,5,DTW,STL,440,0
2004,8,23,1,1750,1845,WN,1276,11,5,FLL,MCO,178,0
2004,8,23,1,1915,2220,WN,2081,10,13,MDW,MHT,838,0
2004,8,24,2,1255,1340,WN,1159,-1,0,AUS,HOU,148,0
2004,8,24,2,1100,1410,WN,2966,20,25,IND,MCO,828,1
2004,8,24,2,1315,1410,WN,894,7,14,SJC,RNO,188,0
2004,8,25,3,1510,1610,WN,41,0,0,AMA,DAL,324,0
2004,8,25,3,745,900,WN,824,-12,0,BDL,MDW,777,0
2004,8,25,3,1135,1300,WN,2465,-8,0,BUR,PHX,369,0
2004,8,25,3,900,955,WN,12,-5,0,HOU,DAL,239,0
2004,8,25,3,1030,1125,WN,1160,10,20,LAS,ONT,197,1
2004,8,25,3,1630,1745,WN,1770,0,0,PHX,LAX,370,0
2004,8,25,3,2130,2225,WN,768,-4,0,SAT,DAL,248,0
2004,8,25,3,1420,1535,WN,1071,5,10,SNA,PHX,338,0
2004,8,26,4,1705,1810,WN,2093,75,45,LIT,STL,296,1
2004,8,27,5,1230,1400,WN,1830,7,8,IND,PHX,1489,0
2004,8,27,5,1425,1455,WN,1913,8,0,OMA,PHX,1037,0
2004,8,29,7,1600,1650,WN,1789,-7,0,DAL,AUS,189,0
2004,8,29,7,1830,1950,WN,228,10,20,MCI,MDW,405,1
2004,8,30,1,730,815,WN,292,-5,0,AUS,HOU,148,0
2004,8,30,1,1045,1315,WN,1086,3,5,MCO,ISP,972,0
2004,8,30,1,1500,1535,WN,2428,-5,0,SLC,PHX,507,0
2004,8,31,2,710,900,WN,1219,0,0,ORF,MCO,655,0
2004,8,31,2,1520,1705,WN,1599,0,0,PHX,SJC,621,0
2004,8,13,5,835,1551,NW,812,1,-5,PDX,DTW,1953,0
2004,8,28,6,1907,2204,NW,876,-4,0,MSP,SDF,603,0
2004,8,26,4,1940,2018,NW,926,-13,-6,OGG,KOA,84,0
2004,8,13,5,1605,1728,NW,945,-8,-6,MIA,MEM,860,0
2004,8,27,5,730,938,NW,1184,-2,-7,IND,DTW,231,0
2004,8,14,6,1209,1315,NW,1199,16,8,DTW,LAS,1750,0
2004,8,10,2,1522,1619,NW,1219,30,-4,DTW,DEN,1123,0
2004,8,4,3,1410,1711,NW,1230,-11,-1,COS,MSP,725,0
2004,8,15,7,1411,1547,NW,1261,-3,-1,IAD,MSP,908,0
2004,8,21,6,1342,1527,NW,1440,-9,-3,DTW,PVD,614,0
2004,8,30,1,2125,2231,NW,1474,1,-4,DTW,ROC,296,0
2004,8,25,3,927,1106,NW,1521,-14,-5,ALB,DTW,488,0
2004,8,26,4,614,803,NW,1575,-2,-4,CLT,DTW,500,0
2004,8,27,5,622,812,NW,1596,-7,-4,SAT,MEM,625,0
2004,8,26,4,1030,1124,NW,1753,-4,-2,GRR,DTW,120,0
2004,8,12,4,1625,1742,NW,1802,-6,-2,BIS,MSP,386,0
2004,8,4,3,1420,1726,NW,1856,0,-5,MEM,BWI,787,0
2004,8,19,4,712,812,NW,1876,1,-3,BHM,MEM,211,0
2004,8,17,2,1550,1710,NW,1932,-17,-7,MSY,MEM,349,0
2004,8,24,2,1900,2013,NW,1957,18,-5,MKE,MSP,297,0
2004,8,8,7,1425,1544,OH,4958,-18,-5,HLN,SLC,402,0
2004,8,16,1,1100,1308,OH,4975,-14,0,ATL,ROC,749,0
2004,8,22,7,1836,2058,OH,4983,-14,-1,ROC,ATL,749,0
2004,8,19,4,2150,2246,OH,5017,4,4,CVG,TYS,226,0
2004,8,4,3,1200,1440,OH,5022,-13,0,DCA,FLL,899,0
2004,8,29,7,2056,2204,OH,5031,-17,-6,ROA,CVG,282,0
2004,8,9,1,1345,1525,OH,5048,-11,-5,ORF,CVG,485,0
2004,8,25,3,1030,1132,OH,5056,-1,0,ATL,SHV,552,0
2004,8,27,5,850,930,OH,5063,-5,-1,CVG,XNA,561,0
2004,8,26,4,1100,1425,OH,5122,-9,-7,BHM,LGA,866,0
2004,8,8,7,935,1015,OH,5156,-10,-1,CVG,SGF,491,0
2004,8,11,3,1540,1655,OH,5163,-6,0,DCA,CMH,322,0
2004,8,5,4,1130,1300,OH,5177,-16,-6,DCA,CVG,411,0
2004,8,6,5,1930,2037,OH,5211,8,-1,CVG,DTW,229,0
2004,8,31,2,2055,2246,OH,5247,29,60,PIT,ATL,526,1
2004,8,29,7,2255,27,OH,5318,37,41,CVG,ABE,503,1
2004,8,12,4,930,1052,OH,5326,2,0,CVG,CAE,404,0
2004,8,5,4,600,738,OH,5327,16,0,AVP,CVG,499,0
2004,8,14,6,1535,1708,OH,5350,6,5,BOS,DCA,399,0
2004,8,30,1,940,1114,OH,5383,12,0,CVG,CHS,497,0
2004,8,26,4,2010,2137,OH,5393,-21,-10,CHS,DCA,444,0
2004,8,14,6,2045,2220,OH,5395,-23,-10,CHS,CVG,497,0
2004,8,6,5,1855,1955,OH,5494,-25,-5,DCA,HSV,613,0
2004,8,3,2,1320,1459,OH,5522,26,20,GSO,JFK,459,1
2004,8,18,3,800,942,OH,5530,-21,-18,ABE,CVG,503,0
2004,8,12,4,530,855,OH,5531,-10,0,IAH,ATL,689,0
2004,8,9,1,2055,2226,OH,5633,1,-1,CVG,MYR,489,0
2004,8,25,3,1900,2240,OH,5655,13,5,SLC,STL,1156,0
2004,8,25,3,720,900,OH,5734,-4,-5,BWI,CVG,430,0
2004,8,4,3,1235,1407,OH,5800,27,6,IAD,CVG,388,0
2004,8,13,5,925,1007,OH,5824,-11,-1,CVG,LEX,70,0
2004,8,27,5,1141,1451,OH,5852,133,139,DSM,ATL,743,1
2004,8,24,2,830,1146,OH,5864,-16,-5,SLC,OMA,839,0
2004,8,1,7,1932,2158,OO,3860,6,0,PSC,SLC,521,0
2004,8,2,1,928,1005,OO,6225,92,94,MRY,SFO,77,1
2004,8,3,2,1815,2100,OO,6462,8,6,SFO,SLC,599,0
2004,8,4,3,1606,1802,OO,3718,-9,-11,EKO,SLC,200,0
2004,8,5,4,2003,2146,OO,6685,9,17,DEN,ELP,563,1
2004,8,6,5,750,845,OO,6150,-2,-1,LAX,SBP,155,0
2004,8,7,6,1110,1354,OO,3847,-2,1,SJC,SLC,585,0
2004,8,8,7,1347,1627,OO,3825,-7,-2,ABQ,DFW,569,0
2004,8,8,7,625,820,OO,6806,-13,0,ICT,ORD,588,0
2004,8,9,1,2025,2130,OO,4054,-13,0,SLC,JAC,205,0
2004,8,11,3,1319,1515,OO,6870,-9,6,FAR,ORD,557,0
2004,8,13,5,1047,1120,OO,6100,6,5,LAX,ONT,47,0
2004,8,13,5,1610,1700,OO,6143,-7,-4,SMX,LAX,135,0
2004,8,13,5,1327,1357,OO,6174,4,-1,LAX,SNA,36,0
2004,8,13,5,1655,1740,OO,9566,5,20,BPT,IAH,79,1
2004,8,15,7,1747,1822,OO,6304,-15,-10,EUG,PDX,106,0
2004,8,19,4,835,947,OO,3808,1,-3,SLC,BIL,387,0
2004,8,19,4,2220,2305,OO,6478,-4,1,SFO,SMF,86,0
2004,8,20,5,840,1002,OO,3943,18,-2,SLC,DEN,391,0
2004,8,20,5,1925,1959,OO,6158,-7,-1,LAX,SBA,89,0
2004,8,20,5,1940,2049,OO,6399,-7,-5,BUR,SFO,326,0
2004,8,20,5,1345,1710,OO,6665,-5,-4,EUG,DEN,997,0
2004,8,21,6,1820,1915,OO,6435,2,7,SFO,RNO,192,0
2004,8,21,6,1205,1401,OO,6837,0,0,ORD,ICT,588,0
2004,8,23,1,1935,2040,OO,3744,-15,-3,DFW,AUS,190,0
2004,8,23,1,1540,1616,OO,6157,0,0,LAX,SBA,89,0
2004,8,25,3,1015,1150,OO,3823,-4,-4,SLC,RAP,508,0
2004,8,26,4,729,812,OO,6260,1,0,SMF,SFO,86,0
2004,8,30,1,510,740,OO,4010,5,-1,GEG,SLC,546,0
2004,8,30,1,1230,1311,OO,6532,-18,-10,SAN,LAX,109,0
2004,8,31,2,1555,1653,OO,6308,-3,0,SEA,GEG,224,0
2004,8,24,2,2225,2321,XE,2194,-16,-13,IAH,CRP,201,0
2004,8,25,3,1515,1525,XE,2004,1,-4,CLE,IND,261,0
2004,8,17,2,1245,1447,XE,2106,1,-5,EWR,OMA,1133,0
2004,8,7,6,1840,2209,XE,2375,-12,-4,IAH,CVG,871,0
2004,8,4,3,1850,2002,XE,2862,16,16,IAH,MFE,316,1
2004,8,23,1,1440,1558,XE,3338,-14,-4,EWR,ORF,284,0
2004,8,19,4,1310,1643,XE,2732,7,8,IAH,DAY,929,0
2004,8,14,6,1335,1437,XE,2273,-12,-8,LFT,IAH,201,0
2004,8,26,4,1230,1332,XE,2428,8,15,EWR,IND,644,0
2004,8,6,5,1300,1415,XE,3322,-1,0,EWR,RIC,278,0
2004,8,24,2,700,824,XE,2226,-9,-3,TYS,CLE,403,0
2004,8,12,4,645,816,XE,2381,-14,-8,CVG,IAH,871,0
2004,8,5,4,1240,1257,XE,2069,-4,-1,CLE,MKE,328,0
2004,8,14,6,920,1045,XE,2321,0,1,EWR,PWM,284,0
2004,8,30,1,1615,1732,XE,2633,28,-1,HRL,IAH,295,0
2004,8,24,2,905,1034,XE,2028,-19,-10,CLE,GSP,450,0
2004,8,31,2,835,940,XE,2564,22,5,EWR,SYR,194,0
2004,8,3,2,1655,1850,XE,2120,-10,-3,CLE,DFW,1021,0
2004,8,18,3,1535,1621,XE,2483,12,-3,IAH,LCH,127,0
2004,8,2,1,630,805,XE,2719,-11,-9,CHS,IAH,925,0
2004,8,19,4,1335,1717,XE,3278,29,-6,IAH,RSW,861,0
2004,8,20,5,930,954,XE,2337,-17,-8,CLE,ORD,316,0
2004,8,17,2,1545,1645,XE,2537,7,-1,SHV,IAH,192,0
2004,8,31,2,1705,1914,XE,2335,-20,-3,SDF,EWR,642,0
2004,8,14,6,1145,1239,XE,2686,-10,-1,EWR,ALB,143,0
2004,8,16,1,1605,1809,XE,3348,-11,-1,MCI,IAH,643,0
2004,8,24,2,615,701,XE,2063,-8,-5,DTW,CLE,95,0
2004,8,25,3,645,802,XE,3366,-12,-8,IAD,CLE,288,0
2004,8,15,7,1430,1543,XE,2463,-1,1,IAH,BRO,308,0
2004,8,24,2,1330,1723,XE,3472,-4,-5,IAH,GSO,986,0
2004,8,21,6,850,1000,XE,3423,0,2,IAD,EWR,213,0
2004,8,5,4,925,1119,XE,3432,18,-5,EWR,MEM,946,0
2004,8,31,2,1509,1650,XE,2807,7,-5,MEM,IAH,469,0
2004,8,2,1,1311,1629,TZ,152,10,8,MDW,BOS,861,0
2004,8,4,3,2223,31,TZ,205,30,24,MDW,DFW,797,1
2004,8,23,1,1915,2222,TZ,206,3,-5,MDW,LGA,725,0
2004,8,3,2,730,1339,TZ,418,-17,-1,SFO,IND,1944,0
2004,8,21,6,1125,1241,TZ,428,-16,-6,PIE,IND,840,0
2004,8,30,1,1810,1959,TZ,670,-31,-10,MSP,MDW,349,0
2004,8,29,7,1725,1939,TZ,791,-15,0,MDW,LAX,1750,0
2004,8,12,4,800,1403,UA,42,-5,-2,LAX,ORD,1745,0
2004,8,25,3,855,1711,UA,94,0,4,LAX,PHL,2401,0
2004,8,14,6,1010,1222,UA,111,-4,-8,ORD,LAX,1745,0
2004,8,1,7,1810,1921,UA,114,-14,6,ORD,IND,177,0
2004,8,29,7,1200,1409,UA,119,-3,2,ORD,LAX,1745,0
2004,8,18,3,1500,1718,UA,123,219,215,ORD,LAX,1745,1
2004,8,11,3,1745,2026,UA,189,38,44,IAD,SMF,2358,1
2004,8,7,6,848,1709,UA,194,-22,-3,LAX,IAD,2288,0
2004,8,2,1,1235,1512,UA,199,-10,-1,IAD,SFO,2419,0
2004,8,13,5,1115,1315,UA,227,-4,-3,EWR,DEN,1605,0
2004,8,22,7,1710,1946,UA,323,-2,-5,ORD,SJC,1829,0
2004,8,22,7,900,856,UA,367,-17,-4,GRR,ORD,137,0
2004,8,27,5,1125,1253,UA,369,13,-3,DEN,PDX,992,0
2004,8,16,1,1905,2343,UA,378,-5,-11,DEN,DTW,1123,0
2004,8,14,6,1004,1211,UA,421,-14,4,ORD,SAN,1723,0
2004,8,1,7,2105,2220,UA,465,6,6,DEN,SAN,853,0
2004,8,14,6,1137,1258,UA,479,-15,-5,IAH,DEN,861,0
2004,8,13,5,1550,1659,DL,1051,12,5,ATL,OKC,761,0
2004,8,14,6,615,830,DL,1118,-5,-7,MEM,ATL,332,0
2004,8,16,1,630,915,DL,499,-15,-3,IND,ATL,432,0
2004,8,16,1,1830,2022,DL,854,-2,-1,ATL,MSP,906,0
2004,8,16,1,2018,2136,DL,1787,-10,2,ATL,SDF,321,0
2004,8,17,2,730,833,DL,294,-10,-2,GSP,ATL,153,0
2004,8,17,2,1355,1645,DL,2030,-1,0,FLL,JFK,1069,0
2004,8,18,3,1048,1355,DL,518,1,3,MSY,CVG,700,0
2004,8,18,3,1230,1405,DL,937,15,-2,CVG,SLC,1449,0
2004,8,18,3,1005,1240,DL,1446,-10,-9,STL,ATL,483,0
2004,8,19,4,725,1023,DL,409,-3,-4,HOU,ATL,696,0
2004,8,19,4,1306,1432,DL,995,-9,-3,ATL,MCO,403,0
2004,8,19,4,1510,1600,DL,1564,-1,-3,SLC,LAX,590,0
2004,8,20,5,1450,1614,DL,482,38,17,CVG,RDU,390,1
2004,8,20,5,1655,2055,DL,1180,-3,-7,SLC,ORD,1249,0
2004,8,20,5,1837,2019,DL,1432,62,-4,ATL,RIC,481,0
